,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
24_17231893971771.png,B,B,E,E,C,E,B,D,A,D,E,B,E,B,E,E,D,D,B,C,B,A,E,B,E,A,D,B,B,A,A,D,D,B,C,C,B,C,B,C,D,A,D,B,C,D,D,C,B,A,D,C,C,A,C,B
24_17231868711101.png,A,C,E,E,D,*,B,B,A,D,E,A,A,B,A,C,C,A,A,B,B,E,D,E,C,A,D,B,B,B,D,C,E,A,D,D,B,A,B,B,D,B,C,A,B,C,B,B,C,A,B,C,D,B,D,A
24_17231908671771.png,C,C,A,E,D,D,B,D,A,C,E,B,B,B,B,D,C,B,B,D,B,B,C,B,D,D,D,C,B,C,A,D,A,B,C,C,D,B,B,A,B,A,D,A,B,A,D,B,C,B,D,D,B,B,D,B
24_17231866441771.png,E,B,E,E,C,D,B,A,D,C,E,B,B,D,E,A,C,A,E,D,B,B,D,B,E,C,D,C,B,A,C,A,B,D,C,C,D,B,A,A,C,C,D,B,C,D,B,B,E,B,C,A,B,A,C,A
24_17231908731771.png,B,B,E,D,C,D,C,D,A,C,E,B,A,B,E,E,A,A,B,C,A,D,B,B,B,D,D,B,B,B,A,A,C,B,C,C,D,D,C,C,D,D,B,A,B,B,C,B,C,B,D,A,D,D,C,C
24_17231868461101.png,B,A,D,A,E,A,B,B,C,E,E,A,B,A,E,B,D,C,A,A,B,B,E,E,C,C,B,A,A,C,A,A,E,A,D,C,C,B,C,A,D,B,A,B,D,D,B,A,B,D,B,C,C,A,B,D
24_17231828901771.png,E,B,B,B,C,E,B,D,A,C,C,B,B,D,C,C,B,E,B,C,B,A,D,B,D,C,D,B,B,A,B,A,D,B,C,C,B,C,E,C,B,A,D,B,C,D,D,C,D,A,D,C,B,D,C,B
24_1723182811511.png,E,E,D,C,B,B,D,A,A,A,B,D,B,B,C,D,E,B,D,D,E,A,D,C,E,D,C,B,B,B,D,D,B,A,D,C,B,C,D,C,D,B,C,D,C,D,B,A,D,C,B,C,C,A,B,A
24_17231864361771.png,E,A,D,E,A,D,B,C,C,C,C,B,A,B,E,A,B,A,B,C,B,B,C,D,E,B,D,B,B,D,A,B,E,B,C,C,B,B,B,C,E,A,D,A,A,B,D,B,C,B,D,C,D,B,D,B
24_17231894911101.png,A,B,B,B,E,B,B,C,D,D,A,A,B,A,E,E,D,C,C,C,B,B,D,E,D,B,A,D,B,A,B,B,C,B,D,D,B,#,B,B,C,A,A,B,C,D,C,B,A,B,C,C,B,C,D,D
24_1723182810511.png,E,E,E,C,C,B,E,C,B,D,A,D,C,A,C,E,E,E,D,A,A,C,D,A,C,#,C,C,B,B,D,D,B,A,D,D,#,B,C,C,A,B,D,C,B,A,D,D,B,B,B,C,A,D,A,E
24_17231908491771.png,E,C,E,B,A,E,B,A,C,C,E,B,B,C,E,E,A,C,B,C,B,A,C,B,B,C,D,B,B,A,D,C,B,B,C,C,B,A,D,C,B,A,D,B,C,D,A,C,D,B,D,C,B,A,D,B
24_17231802451771.png,E,C,D,E,A,E,B,D,C,C,E,B,B,B,E,C,A,A,A,E,B,A,C,B,E,D,D,B,B,A,C,D,C,D,C,A,C,B,D,C,B,A,B,B,C,B,B,B,C,B,D,D,B,D,D,B
24_17231890401771.png,E,B,E,E,B,D,B,D,C,C,B,B,B,D,C,C,C,E,B,D,B,A,C,B,D,B,D,B,B,A,B,D,D,B,C,C,B,C,A,C,B,A,D,B,D,D,C,C,C,B,D,C,B,D,D,B
24_17231822091101.png,A,B,B,A,A,A,E,B,C,D,A,C,B,A,E,A,D,C,A,C,#,B,E,E,A,B,B,A,A,A,E,B,C,E,A,C,D,C,C,A,D,B,B,C,C,A,C,D,C,D,B,C,C,B,D,C
24_17231802381771.png,B,A,B,E,C,D,B,D,A,C,E,B,B,B,E,E,B,A,C,C,B,B,C,C,D,B,D,B,B,A,B,D,E,B,C,C,B,B,D,C,B,A,D,A,C,D,D,C,C,C,D,C,D,C,C,B
24_17231866311771.png,C,C,A,D,A,E,B,A,D,D,D,A,A,C,E,E,E,E,C,C,D,E,C,D,D,D,E,C,A,A,C,C,E,A,D,D,A,D,A,A,D,D,D,E,B,B,A,C,E,E,D,C,C,C,A,A
24_17231894921101.png,A,E,C,A,E,A,A,B,C,D,A,A,A,A,E,A,D,C,A,C,B,B,D,E,D,D,A,A,B,C,C,D,A,B,D,D,B,B,C,B,D,A,A,B,C,D,B,B,A,D,C,C,C,D,B,B
24_17231822001101.png,B,B,C,A,E,A,B,B,C,E,A,C,B,A,E,A,A,C,A,C,B,B,D,E,C,E,A,A,B,D,C,D,C,B,C,D,B,D,D,A,C,A,A,B,A,B,C,B,A,B,C,C,A,D,A,B
24_1723182824511.png,D,E,E,C,A,B,D,A,B,B,E,D,C,A,C,D,A,D,E,D,A,C,D,C,B,B,C,C,B,B,A,A,D,A,D,D,A,C,C,C,A,B,C,C,A,A,C,B,C,B,B,C,C,D,B,E
24_17231894791101.png,A,E,D,A,D,A,C,B,C,D,A,A,A,A,E,D,D,A,C,E,B,B,D,E,B,D,A,B,B,C,C,A,A,B,D,C,B,A,D,B,D,B,A,B,C,D,A,D,A,D,C,C,C,A,A,C
24_17231887421101.png,A,D,C,A,E,A,B,A,C,D,A,A,B,A,D,E,D,A,C,C,A,B,E,E,C,D,A,B,B,C,A,D,E,B,D,C,B,C,C,B,D,A,A,B,D,B,B,B,A,D,C,C,C,B,B,C
24_17231890641771.png,E,B,A,E,C,D,B,D,A,C,E,B,B,B,E,B,B,A,B,A,B,B,A,B,B,C,D,B,B,A,B,D,D,B,C,C,A,B,A,C,B,A,D,B,C,D,C,C,A,C,D,C,D,B,D,C
24_17231887211101.png,A,C,C,A,E,D,B,B,C,D,A,C,B,B,D,A,D,A,B,D,B,E,B,E,D,B,C,B,B,D,D,D,A,B,C,C,C,A,B,B,D,B,A,B,D,E,B,C,A,D,C,C,B,A,E,D
24_17231815801771.png,E,B,D,E,C,D,B,D,C,C,C,B,E,D,C,C,B,E,B,C,B,B,C,B,D,C,D,B,B,A,B,D,D,B,C,C,B,B,C,C,B,A,D,B,C,D,D,C,D,A,D,C,D,D,C,B
24_17231894991101.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
24_17231868691101.png,A,C,C,A,D,A,A,B,C,D,E,E,B,C,E,B,D,A,C,D,B,B,D,E,A,C,B,B,B,D,C,A,B,C,D,C,C,A,C,B,D,A,A,B,D,D,A,B,B,C,D,D,B,B,C,D
24_1723182813511.png,E,E,D,B,C,A,B,A,A,D,B,D,B,B,C,D,E,B,D,D,E,A,D,C,E,D,C,D,B,B,D,C,B,A,D,A,C,E,C,C,B,A,D,C,B,D,C,B,B,D,B,D,A,D,D,C
24_17231864341771.png,E,B,E,E,B,*,D,#,C,C,E,B,A,E,C,A,C,D,B,D,B,B,C,B,D,C,D,B,B,A,A,A,A,B,C,C,C,B,C,A,D,A,D,B,D,B,B,C,A,A,D,C,C,B,B,B
24_17231909801101.png,A,C,C,C,E,A,B,B,C,D,D,A,B,A,E,A,D,C,A,C,B,B,E,E,C,B,E,B,B,C,B,D,E,B,B,C,B,C,C,B,D,A,B,C,B,E,C,B,A,C,B,C,A,A,B,E
24_17231886361771.png,E,B,B,E,A,D,B,D,A,C,C,B,B,B,C,E,B,E,B,D,B,B,C,B,D,C,D,B,B,A,B,B,D,B,C,C,B,C,E,C,B,A,D,B,C,D,D,C,E,B,D,C,C,D,C,B
24_17231829041771.png,E,B,B,B,C,*,B,D,D,C,C,B,B,D,C,#,B,E,A,C,B,B,D,B,D,B,D,B,B,A,B,D,D,B,C,C,B,C,B,C,B,A,D,D,C,D,D,C,C,A,D,C,D,B,D,B
24_17231866291771.png,B,A,E,E,C,D,B,D,A,D,E,B,A,B,D,C,B,A,B,C,B,B,D,B,D,C,D,D,B,A,A,C,E,B,C,C,D,C,E,D,B,A,D,B,C,A,A,C,D,B,D,D,D,A,C,B
24_17231866261771.png,C,E,E,E,E,E,D,D,D,C,C,A,E,B,C,C,E,A,A,D,E,A,C,B,B,C,D,C,B,B,A,B,D,D,C,C,C,C,A,E,C,B,D,B,D,C,C,A,D,B,D,C,C,B,A,C
24_17231890611771.png,E,B,A,B,A,E,B,D,A,C,E,B,E,D,C,B,B,C,B,C,B,B,C,B,D,B,D,B,B,A,B,D,D,B,C,C,B,C,C,C,B,A,D,B,C,D,D,C,A,A,D,C,C,D,D,B
