,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
30_17232185661261.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231799841281.png,E,A,E,E,E,C,B,B,C,A,B,C,C,D,D,A,A,B,E,C,C,B,D,B,E,D,C,B,C,B,C,C,B,C,C,D,C,D,B,A,D,B,B,C,B,C,A,A,D,A,C,A,B,A,C,D,B,C,D,B,C,D
30_17231867151261.png,E,D,A,B,B,B,D,D,A,C,D,D,C,A,E,A,C,C,A,C,B,D,C,C,B,A,A,D,D,D,A,B,A,C,A,A,B,A,D,B,D,B,A,A,A,D,B,B,B,C,C,A,B,C,D,C,C,B,B,C,D,C
30_17231813867161.png,E,C,C,E,C,D,E,D,B,E,B,C,D,C,C,A,C,C,A,C,B,D,C,A,D,B,D,C,B,B,D,B,C,C,A,B,D,A,B,A,A,#,#,D,A,C,B,B,A,A,A,#,#,#,C,B,B,A,C,A,A,A
30_17231813797161.png,C,B,C,D,C,D,E,D,C,B,C,E,A,E,D,D,B,C,E,A,B,D,B,A,B,B,A,B,D,B,C,B,D,C,C,D,B,B,A,C,A,A,A,A,A,B,C,D,A,C,A,C,B,B,B,A,B,B,A,A,C,C
30_17231867651261.png,D,D,A,D,E,A,A,D,B,A,D,B,C,A,D,D,E,C,D,A,B,B,C,C,E,A,D,A,D,B,B,C,A,C,A,C,C,A,E,C,D,B,A,C,B,D,C,B,B,C,A,A,B,E,C,D,D,B,B,A,B,B
30_17231893561121.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231802541261.png,C,E,B,D,E,B,A,D,D,A,D,D,C,A,D,C,C,C,D,A,B,D,C,C,D,C,A,C,D,D,B,C,A,C,A,A,A,C,A,B,D,B,B,A,B,B,C,D,B,C,A,D,C,C,D,B,A,B,B,C,C,D
30_17231909441271.png,A,B,A,B,A,C,B,B,E,A,A,B,B,D,D,D,A,A,A,D,A,A,D,E,D,C,B,E,A,B,B,B,C,C,#,D,C,A,B,#,B,C,A,D,A,C,A,D,C,C,C,C,D,C,D,D,A,C,B,D,B,B
30_17231821231271.png,C,D,A,B,D,B,E,A,D,B,A,B,B,E,#,D,C,#,A,C,A,E,D,B,A,E,B,E,B,E,D,B,C,C,C,B,E,C,D,A,B,C,A,D,D,B,A,A,C,C,C,D,B,C,C,A,A,C,B,D,A,C
30_17231862831261.png,C,E,E,B,E,D,A,D,D,A,D,B,C,B,D,C,E,C,D,A,B,D,E,E,B,C,A,E,B,E,B,C,A,C,A,A,A,A,D,A,D,B,B,A,B,D,B,C,B,C,A,D,C,C,E,D,A,B,B,C,C,A
30_17231827061271.png,A,A,C,C,B,B,C,C,D,A,B,B,D,C,D,D,B,#,A,A,A,D,E,D,C,E,B,E,A,B,A,A,C,C,B,B,C,C,D,B,B,C,A,D,B,E,A,D,C,C,B,B,B,C,#,D,A,C,B,A,D,D
30_17232178337161.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231869391261.png,D,A,E,C,D,A,A,D,D,A,D,C,B,A,D,B,E,C,D,A,C,B,B,B,D,B,A,A,A,A,A,C,A,C,A,A,C,A,E,C,D,B,B,B,A,A,B,D,B,C,C,D,A,C,D,A,D,B,A,C,A,B
30_17231862921351.png,D,B,A,B,A,C,B,E,A,D,B,A,C,C,C,E,C,A,D,D,C,A,B,B,B,B,D,C,E,A,A,A,D,B,C,D,D,D,A,D,C,C,C,B,A,C,A,D,C,C,B,B,A,B,B,C,A,C,A,B,C,A
30_17231867191261.png,D,A,E,C,E,C,A,D,D,D,A,D,D,A,A,D,D,A,D,A,B,D,B,C,E,A,C,B,D,D,A,B,A,C,A,B,A,D,E,C,D,B,B,A,A,C,A,D,B,B,C,D,A,C,A,B,D,D,B,D,A,A
30_17231882407161.png,E,A,D,D,A,D,E,D,B,D,C,D,A,C,D,A,C,D,A,C,B,B,A,A,B,B,A,C,B,B,D,B,D,C,D,D,C,B,D,D,A,D,B,A,D,D,B,A,A,C,A,D,C,#,E,D,B,A,A,B,A,D
30_17231911507161.png,C,A,C,D,A,D,E,D,B,D,C,C,C,E,D,C,B,C,A,A,E,D,D,A,E,B,A,A,D,B,D,A,D,C,A,D,C,B,B,D,A,#,#,A,B,D,B,B,A,C,A,#,#,#,A,B,B,B,A,A,D,D
30_17231909351271.png,D,B,B,A,A,B,B,E,C,B,A,A,B,A,E,D,D,B,A,B,B,A,D,E,A,B,B,B,B,B,B,B,C,D,D,A,A,C,B,D,B,D,D,A,A,D,C,C,C,D,D,D,B,C,C,A,A,C,B,D,B,D
30_17231799801281.png,E,A,E,E,E,C,B,B,C,A,B,C,C,D,D,E,C,B,E,C,C,A,B,B,A,B,C,B,D,E,A,D,B,C,A,D,A,B,B,B,D,B,B,D,B,B,A,B,B,B,B,A,A,A,D,B,B,A,C,B,B,B
30_17231824251261.png,A,E,C,B,E,D,A,D,B,A,D,B,E,D,D,C,D,C,C,A,B,D,C,E,A,B,A,D,A,D,B,B,A,B,A,A,B,C,D,B,D,C,B,D,D,A,B,C,B,A,A,A,A,C,D,E,A,A,D,A,C,D
30_17231816741271.png,B,A,B,B,D,B,C,B,B,A,C,B,A,D,C,D,C,#,D,A,D,C,C,D,D,C,B,E,A,C,D,B,C,C,B,C,A,C,C,A,B,C,D,A,A,D,B,C,C,C,C,D,C,B,C,A,A,C,A,D,B,D
30_17231825301261.png,C,C,E,B,E,B,A,D,A,A,A,B,A,B,D,B,C,C,C,E,B,D,D,E,B,B,C,E,C,D,B,C,A,C,A,B,B,C,B,C,C,B,B,C,A,A,B,A,B,C,A,C,B,D,D,E,A,B,B,C,A,C
30_17231866941261.png,C,D,B,D,B,C,A,D,D,A,D,B,C,A,D,E,E,C,B,A,B,D,E,A,B,B,A,B,D,A,B,B,A,C,A,A,B,C,E,C,D,A,B,A,A,B,B,B,B,C,C,D,D,C,D,D,A,B,B,C,A,A
30_17231814207161.png,A,C,E,D,D,B,B,D,B,D,B,C,D,A,B,E,B,E,A,E,C,B,B,A,A,B,A,A,B,E,E,A,B,A,B,C,C,B,A,A,A,#,#,A,D,D,A,A,C,B,C,#,#,#,D,A,C,C,C,D,A,A
30_17231909987181.png,B,B,C,A,B,E,D,A,A,E,B,A,A,B,A,A,A,C,B,B,D,E,E,A,D,A,A,B,A,D,B,A,A,C,B,D,A,D,D,B,A,C,C,C,C,B,A,D,D,A,B,D,A,C,A,C,C,C,B,B,D,A
30_17231880687161.png,D,D,A,C,B,A,B,A,A,B,A,B,A,E,D,C,D,B,A,E,A,C,B,A,C,E,C,A,A,E,A,D,C,E,A,C,E,B,B,A,E,E,D,E,B,C,A,E,D,B,C,A,A,C,A,E,B,C,A,E,C,E
30_17231814027161.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231881727161.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231816551271.png,D,E,C,D,E,B,D,C,D,B,E,B,E,B,E,D,A,B,B,E,C,D,B,C,D,E,B,E,A,B,E,B,C,C,B,C,C,A,E,C,B,A,D,D,A,E,B,B,C,C,C,B,D,C,D,D,A,C,B,B,C,B
30_17232182251261.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231867361261.png,E,A,B,B,E,A,A,D,C,D,B,B,C,A,E,A,C,D,B,B,B,D,B,C,B,C,C,A,C,A,B,A,A,B,A,A,B,A,A,C,D,B,B,A,A,B,A,B,B,C,A,B,B,D,B,C,C,D,B,C,C,B
30_17231820811141.png,E,D,D,C,D,A,D,B,A,B,C,D,B,B,B,B,A,E,C,B,A,D,E,B,D,B,A,A,C,C,D,B,D,D,B,B,A,C,E,B,D,A,C,D,D,A,B,A,A,B,C,D,B,A,C,B,D,B,A,C,D,B
30_17231880697161.png,C,C,C,D,A,D,E,D,B,D,C,D,C,C,D,A,C,C,A,A,C,B,C,A,B,B,D,B,D,B,C,A,D,C,C,D,B,B,C,D,A,#,#,A,B,B,B,A,A,C,A,#,#,#,D,C,B,A,A,#,B,A
30_17231825401261.png,E,D,B,B,D,B,A,D,C,A,D,B,E,A,B,E,E,C,D,A,A,D,C,E,B,B,C,B,D,D,B,C,A,C,A,A,C,C,D,A,D,B,B,A,B,D,B,A,B,D,A,C,C,D,A,E,A,B,B,C,D,B
30_17231863231351.png,D,B,D,B,A,E,B,A,A,C,E,C,C,C,E,E,C,A,D,A,E,A,D,C,B,A,D,D,E,A,A,A,D,B,D,D,D,C,A,A,C,C,A,A,D,C,C,D,C,C,B,B,A,A,B,C,A,C,A,A,B,A
30_17231892997201.png,D,B,E,B,E,B,D,A,C,D,E,B,A,E,E,C,C,A,D,D,B,D,A,B,C,E,C,C,A,C,B,A,C,C,C,B,C,C,E,A,B,A,A,A,B,D,D,A,D,D,B,A,C,D,D,A,D,B,B,A,C,B
30_17231815081121.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231909967181.png,E,B,C,E,B,D,C,A,B,E,B,A,B,C,A,D,A,E,B,B,D,A,B,A,C,B,A,A,A,A,C,D,A,C,B,C,C,D,D,A,A,C,C,E,A,B,D,B,D,B,B,B,B,C,B,D,C,C,B,B,D,A
30_17231863201351.png,C,B,A,B,A,C,C,E,A,E,E,C,A,C,E,E,C,A,E,B,C,A,D,D,B,D,C,C,D,C,B,A,D,A,C,D,D,C,A,D,C,C,C,B,C,C,C,D,C,C,B,B,D,B,B,C,A,C,A,A,C,B
30_17231869381261.png,E,D,A,B,E,D,A,A,D,A,D,B,C,C,D,B,D,D,C,B,B,D,C,C,D,C,A,B,D,D,B,C,A,C,A,A,B,C,D,A,D,B,B,A,B,C,B,C,B,C,A,B,B,D,A,A,D,B,B,C,A,C
30_17232178387161.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231911391271.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17232183501261.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231893251121.png,D,C,B,D,D,A,C,E,C,C,A,E,D,A,D,A,D,*,B,E,B,A,D,B,B,D,D,E,D,D,B,B,D,*,B,C,D,A,B,B,D,C,C,C,D,A,C,B,A,B,B,D,C,D,A,D,D,A,C,D,C,E
30_17231886671261.png,C,E,B,B,E,D,A,D,D,A,D,B,C,A,D,C,E,C,D,A,B,D,C,E,B,B,A,E,D,D,B,C,A,C,A,A,C,A,D,B,D,B,B,A,B,D,B,C,C,B,A,D,B,E,C,D,A,A,C,D,B,A
30_17231815091121.png,D,C,D,B,B,E,C,B,A,D,D,A,C,A,D,A,C,B,A,B,D,D,C,C,B,D,D,A,D,A,C,E,D,D,A,C,C,B,C,B,D,C,D,D,D,B,D,C,A,D,C,B,A,D,A,D,C,C,C,D,D,D
30_17231869581261.png,C,C,E,B,B,E,A,D,B,A,D,B,C,B,B,D,E,A,D,A,B,D,C,C,B,D,E,B,D,D,B,A,A,B,A,A,C,D,D,C,D,B,B,A,A,A,B,C,B,C,A,D,A,C,D,D,A,B,B,C,A,A
30_17231799851281.png,E,A,E,E,E,C,B,B,C,A,B,C,C,D,D,E,A,B,E,C,C,B,E,B,D,D,C,D,D,C,C,B,B,C,A,D,B,B,E,A,D,A,C,A,A,C,C,A,B,A,A,A,B,D,D,B,A,B,B,B,C,C
30_17231868957181.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231881627161.png,D,A,D,D,A,B,A,D,A,D,C,E,C,C,C,A,A,E,A,B,B,B,C,E,A,B,C,A,D,C,B,A,*,D,B,D,B,B,C,A,A,B,A,A,C,C,B,B,D,C,A,B,A,B,D,D,C,A,A,C,B,D
30_17232185937181.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17232179351261.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231893201121.png,D,C,D,C,E,E,D,D,*,D,C,B,C,A,D,B,E,D,*,#,B,B,C,D,B,A,D,C,D,E,C,D,A,A,B,C,B,B,C,B,D,C,B,B,C,C,C,C,C,D,B,C,C,C,B,B,C,C,A,A,C,D
30_1723188015491.png,A,A,B,D,A,D,B,C,A,A,A,A,D,E,E,A,D,C,D,C,B,E,A,A,C,D,E,C,A,D,B,C,A,C,A,A,D,C,D,C,D,B,B,A,A,A,B,A,B,C,A,C,B,B,D,A,B,B,B,C,B,B
30_17231875121261.png,C,B,E,B,E,D,A,D,D,B,D,B,C,A,B,E,E,C,D,A,B,D,C,#,B,C,A,E,D,E,B,A,A,C,A,A,A,C,A,C,D,B,B,A,D,C,B,D,B,C,A,D,A,C,D,B,D,A,B,B,C,B
30_17231875101261.png,A,D,E,B,B,A,A,D,E,E,E,B,C,B,B,A,E,D,D,A,B,B,B,D,C,A,A,C,D,A,A,D,A,B,A,A,C,C,E,B,D,B,B,D,A,D,B,C,B,E,A,D,A,C,E,D,D,A,D,C,D,B
30_17231867221261.png,C,A,A,B,D,A,A,D,B,A,D,A,C,E,D,E,C,A,D,B,B,B,B,C,C,B,A,A,A,A,B,B,A,D,D,A,A,C,B,C,D,B,B,A,A,A,B,D,B,C,C,D,B,B,D,B,C,B,B,C,B,A
30_17231875001261.png,D,A,A,B,E,D,D,D,D,A,D,B,B,A,A,A,E,C,D,A,B,B,C,B,A,B,A,E,C,A,A,D,A,C,A,A,D,C,D,C,D,B,B,A,C,D,B,B,D,B,C,D,B,E,C,D,C,C,B,B,A,B
30_17231909661281.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_1723182067541.png,A,D,C,D,E,D,C,A,D,A,A,C,D,C,B,B,A,B,E,B,C,D,B,E,B,B,A,A,D,A,D,B,C,C,B,C,B,C,B,C,B,C,A,D,C,D,A,D,C,C,C,B,A,C,B,D,A,C,B,A,D,B
30_17231893471121.png,E,A,B,D,D,E,C,B,A,C,B,B,D,A,B,C,A,E,A,B,E,C,B,D,A,D,D,A,D,C,A,C,E,B,B,A,C,E,D,B,D,C,D,E,C,B,E,B,A,C,D,A,A,B,C,A,C,C,D,E,A,C
30_17231867991281.png,E,A,E,D,C,C,B,E,C,D,B,D,C,B,A,E,E,E,E,C,C,E,C,E,D,B,C,B,D,A,A,B,B,C,A,C,B,B,D,C,E,B,C,A,B,E,D,A,C,B,E,D,*,A,C,A,B,E,D,B,A,D
30_17231909151271.png,C,A,A,B,D,B,C,C,D,B,A,B,B,D,A,D,C,C,E,A,A,A,C,D,B,D,B,E,A,B,D,B,C,C,C,C,E,C,B,D,B,C,A,D,B,C,B,D,C,D,C,B,A,C,D,D,A,C,B,A,C,B
30_17231813617161.png,D,A,D,D,D,A,E,D,E,D,C,C,B,C,D,C,D,C,A,C,B,D,D,B,A,B,D,C,D,B,B,B,C,C,C,A,C,A,C,C,A,#,#,D,B,B,B,C,A,C,A,#,#,#,D,B,B,B,A,B,C,A
30_17231813567161.png,E,E,C,E,D,D,E,D,A,B,C,C,B,B,D,E,A,D,A,A,B,B,E,A,E,B,D,B,B,B,B,B,E,B,B,B,C,A,B,C,C,#,#,C,B,B,A,B,A,B,A,#,#,#,C,B,B,A,D,A,A,B
30_17231870977171.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231799721261.png,D,B,B,E,E,D,A,D,D,A,D,C,C,A,D,C,E,C,D,A,B,D,C,E,A,B,E,E,C,D,B,C,A,C,A,A,A,D,D,A,D,B,B,A,B,D,B,C,B,C,A,D,C,E,D,C,A,B,B,B,C,A
30_17231867471261.png,A,D,E,B,E,B,A,D,D,A,D,B,C,C,D,C,E,C,D,A,B,D,C,E,B,B,A,E,D,D,B,C,A,C,A,A,C,C,D,B,D,B,B,A,B,D,B,A,B,C,A,D,B,C,D,D,A,B,B,C,B,A
30_17231813487161.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231869521261.png,C,C,E,B,E,A,A,D,D,A,D,B,C,A,E,A,E,B,D,D,B,D,B,C,B,B,A,E,C,C,B,D,A,C,A,A,C,D,E,D,D,B,B,A,B,A,B,A,B,C,C,C,A,E,D,C,A,C,B,C,C,A
30_17231895087181.png,A,D,D,C,B,D,E,C,D,D,A,B,B,C,C,C,D,B,C,A,A,E,B,D,B,A,E,B,D,B,A,D,D,A,B,B,A,A,C,A,B,D,D,C,A,A,A,C,B,C,B,D,A,C,C,B,B,B,D,D,C,D
30_17231895057181.png,E,C,C,C,B,D,C,A,B,E,B,A,A,C,E,D,C,A,B,A,D,A,E,B,C,E,A,A,A,A,A,D,A,C,A,A,C,D,D,B,A,B,B,E,B,C,D,B,D,B,B,A,B,C,C,C,C,C,C,B,D,C
30_17231893501121.png,D,E,D,C,C,D,C,B,A,A,C,C,A,A,D,D,E,A,C,E,A,B,B,C,B,A,D,C,D,E,D,A,C,B,B,A,A,D,C,B,D,C,D,D,C,A,B,A,B,D,B,D,B,B,A,A,C,C,B,A,D,C
30_17231909917181.png,E,C,C,E,A,D,A,A,D,E,B,A,A,A,A,D,#,E,B,D,D,E,E,A,D,A,A,D,A,D,C,D,A,C,A,A,D,C,D,A,A,B,B,B,B,B,D,A,D,B,B,A,B,B,C,D,C,C,B,B,A,B
30_17231816671271.png,D,B,A,B,B,B,C,D,D,B,A,A,A,D,D,D,D,#,D,C,D,D,C,A,D,E,B,B,C,B,D,A,C,C,B,D,E,A,C,D,B,C,A,C,B,C,A,C,C,C,C,C,D,C,C,D,A,C,A,D,D,A
30_17231868361351.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231824121261.png,D,D,D,E,D,B,A,D,B,A,D,C,E,B,C,C,C,B,C,C,D,D,D,C,A,B,C,B,B,B,B,B,A,C,B,D,A,A,C,D,D,B,A,C,D,B,C,B,B,C,A,B,C,C,A,B,D,A,B,C,A,B
30_17231816451271.png,C,B,A,D,B,E,C,B,C,B,B,B,E,D,E,B,D,#,A,C,E,D,A,A,D,E,A,B,D,C,E,D,C,C,D,C,A,E,A,B,B,A,C,B,A,C,D,D,C,C,D,C,A,A,B,D,A,A,B,D,B,B
30_17231909631281.png,E,A,D,D,E,C,B,D,C,A,B,D,B,A,D,E,B,B,D,C,C,E,C,D,E,B,C,B,D,A,B,C,B,C,C,A,C,A,B,A,D,B,B,C,A,C,C,C,B,A,C,A,A,D,D,A,A,D,A,D,B,C
30_17231909897181.png,A,C,D,B,B,D,C,A,B,E,B,C,D,B,A,D,E,E,D,B,D,A,E,A,D,B,A,C,A,D,C,D,A,C,A,A,C,B,C,B,A,B,B,D,B,C,A,D,D,B,B,C,A,A,A,A,C,C,B,B,D,C
30_17231827081271.png,A,A,D,D,A,B,B,B,C,C,A,B,A,C,A,D,C,D,E,A,D,E,D,D,D,C,B,E,A,B,A,B,C,A,C,B,A,D,D,D,B,A,C,D,B,A,B,E,B,C,A,A,C,C,E,D,A,C,B,A,B,D
30_17231867531261.png,D,C,E,C,E,C,A,D,D,A,D,B,C,A,D,A,E,C,D,A,B,D,C,D,D,A,A,E,D,D,B,C,A,C,A,B,C,A,D,D,D,B,B,A,A,A,B,A,B,C,A,A,B,C,C,E,A,B,B,B,C,A
30_17231905761261.png,C,E,E,D,B,E,C,A,A,A,D,A,C,B,A,D,D,A,A,A,B,B,E,B,B,A,C,C,C,A,A,A,A,C,C,B,B,D,*,B,D,C,B,A,A,D,A,B,B,A,D,A,B,A,A,A,A,A,B,C,C,C
30_17232186207181.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231894241261.png,C,C,E,B,D,A,A,D,C,A,D,B,B,A,D,C,E,C,D,D,B,D,E,E,C,A,A,A,C,D,A,B,D,B,A,A,B,A,D,C,D,B,B,A,B,D,B,C,B,C,A,B,C,D,D,A,D,B,B,C,A,A
30_17231802611261.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17232184721261.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231893351121.png,E,D,B,C,C,C,C,E,A,C,D,C,B,A,D,C,E,E,C,B,D,C,A,D,B,D,D,D,D,D,C,B,D,B,B,B,A,D,C,B,D,C,D,D,D,C,A,B,A,C,A,A,B,A,A,D,C,B,C,C,D,C
30_17232184641121.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
30_17231908091121.png,D,D,D,D,D,C,A,C,A,A,D,D,C,E,D,C,E,D,D,C,E,B,A,D,B,D,D,D,D,A,D,A,A,B,B,C,A,A,D,B,B,C,C,C,A,D,D,B,B,B,B,D,B,C,B,A,C,B,A,D,B,C
30_17231867861261.png,C,E,B,B,E,D,A,D,D,A,D,B,C,A,D,C,E,C,D,D,B,D,C,A,D,B,A,A,C,D,B,C,A,C,A,A,C,A,D,B,D,B,B,A,A,B,B,D,B,C,A,D,B,E,D,D,D,B,B,C,C,A
